,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,cluster_9,cluster_14,hot_or_not
3GbyRmZVxkVpCGMs8qcqXz,0.835,0.614,9,-6.927,1,0.331,0.597,0.0,0.246,0.962,79.92,136573,4,8,10,N
23JWyjMJe6snyIqlORwLyH,0.304,0.943,0,-3.075,0,0.0492,0.0218,0.795,0.0994,0.185,150.084,198400,6,7,11,N
50v2TSRV31bwpAPkjWejNL,0.757,0.813,10,-4.661,1,0.0438,0.0459,0.0,0.0741,0.668,121.034,177501,0,1,9,N
1laLEcn6nApj9iDC3934cU,0.568,0.593,2,-6.054,0,0.0325,0.115,0.0,0.48,0.453,101.997,183676,2,6,13,N
0yyZN5ASdrYu0XYWFzfxUu,0.702,0.84,0,-3.547,1,0.0879,0.0112,0.0,0.119,0.624,101.99,183573,5,4,1,N
2TDyyEBasw10wu5Uh94bR1,0.873,0.826,0,-0.722,1,0.0876,0.00127,0.0361,0.311,0.201,106.972,190654,5,4,7,N
1jYiIOC5d6soxkJP81fxq2,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,288877,0,1,9,N
54H0xbH1zRSpIooA56rHva,0.528,0.329,7,-15.353,1,0.0395,0.139,0.0,0.11,0.437,79.994,255000,1,0,4,N
5XBeeimSPBF6Hh3NuQnIEp,0.824,0.686,5,-5.1,0,0.0567,0.504,2.54e-05,0.185,0.768,124.052,154839,3,2,2,N
2eDLWKn3ag8gnDrq6QwSkw,0.729,0.587,7,-7.06,0,0.106,0.0865,0.0,0.101,0.861,142.116,249718,3,2,3,N
3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,3,2,3,N
5ilKR6ucV43TXQFLoLVpsb,0.776,0.699,7,-5.965,1,0.0333,0.0293,0.195,0.144,0.332,104.998,260560,0,1,9,N
5Xhqh4lwJPtMUTsdBztN1a,0.775,0.696,1,-5.184,0,0.0681,0.0559,0.00184,0.157,0.775,92.007,190570,3,2,2,N
7t09Ebl3D1KjEbpZ5SKS7v,0.323,0.63,3,-5.798,0,0.0367,0.0196,1.61e-06,0.632,0.566,107.009,243014,2,6,13,N
70zg99pT51vB4wlMS7e4q7,0.775,0.633,10,-3.332,0,0.133,0.201,0.0,0.219,0.394,140.008,250333,3,2,3,N
2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,106000,5,4,0,N
6cx06DFPPHchuUAcTxznu9,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,0,1,1,N
5o2M4yHxo9kyNLdgihFeV1,0.362,0.42,2,-7.951,1,0.0582,0.655,0.0,0.133,0.284,77.077,230647,1,0,4,N
0VYKnG61teH9SpMqE3WBM8,0.615,0.841,5,-4.52,0,0.42,0.354,0.0,0.143,0.412,98.009,217959,4,8,10,N
0zQAMI75zRMJmTXobUECqQ,0.481,0.812,0,-5.83,0,0.181,0.0173,2.3e-05,0.148,0.599,92.391,163568,3,2,2,N
6qWEpnyU43Bcrx3vfbGuVm,0.603,0.964,8,-2.886,0,0.0487,0.00655,3.04e-06,0.143,0.796,135.028,206180,3,2,3,N
2BHj31ufdEqVK5CkYDp9mA,0.658,0.747,5,-6.615,1,0.0431,0.176,8.49e-06,0.0789,0.792,108.259,312293,5,1,8,N
1ITV1k9laGrWUpagayejMQ,0.474,0.95,7,-2.762,1,0.0898,0.00646,0.000397,0.177,0.67,176.491,165787,0,1,5,N
459KrgRr9DQsStW75fQnVv,0.514,0.907,4,-6.208,1,0.0408,6.3e-05,0.911,0.401,0.966,160.028,61185,6,7,11,N
4E5hI2hDq4hLFg7m9fCHcJ,0.648,0.63,7,-8.507,0,0.581,0.309,0.0,0.0847,0.346,132.461,266789,4,8,10,N
4L9Ds4mpD3SuYoWwFUlv16,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,0,4,5,N
6iaSML1PIYq936g62BDtBq,0.623,0.692,2,-5.122,1,0.0504,0.328,0.0,0.153,0.566,79.899,240051,5,4,7,N
0IAgufC1FlOg1nZMmRZxRr,0.462,0.465,2,-6.485,1,0.0262,0.226,7.7e-06,0.196,0.409,140.112,265867,1,5,7,N
1zU7lpyb3YtU3QBDq7XpAC,0.854,0.789,9,-7.52,0,0.0406,0.177,0.0115,0.11,0.884,115.001,240000,3,2,3,N
22FyZZN0CloLhcOZOC5tuw,0.424,0.806,4,-5.449,1,0.0456,0.216,6.38e-05,0.13,0.354,105.014,239531,0,5,7,N
2QtkKDe1mHoCGuKqpqFnXR,0.772,0.404,0,-12.927,0,0.389,0.355,0.0,0.0876,0.506,155.964,178495,4,8,10,N
3llceZeLx6TjP8WDcluSIu,0.588,0.793,1,-5.581,1,0.089,0.112,0.0,0.112,0.433,147.912,166792,5,4,7,N
0nhVrTiCGiGRCoZOJiWzm1,0.814,0.743,9,-2.968,1,0.159,0.152,0.0,0.163,0.367,107.996,214587,0,1,9,N
4GP2Idcs08NqAjfEV0rsl6,0.692,0.229,6,-17.691,1,0.874,0.756,0.0,0.159,0.657,136.512,283267,4,8,10,N
6A5tlFsbty5iJkSqMFWNFs,0.368,0.27,7,-10.989,1,0.0289,0.894,0.00029,0.12,0.0547,82.536,251813,1,0,4,N
1gVgkQFOKa8Wc1HYsJtPdH,0.626,0.134,6,-14.898,1,0.0298,0.467,0.0,0.113,0.239,91.893,334107,1,0,4,N
6FnXRfvhQsTbiMaiXb2gff,0.679,0.672,6,-5.733,0,0.053,0.585,0.000549,0.0985,0.513,75.062,195401,3,2,12,N
3p6eieHX6oEOzJStPtEsLu,0.764,0.585,2,-7.796,1,0.0305,0.348,0.00294,0.369,0.89,90.013,255640,5,4,1,N
7HC7R2D8WjXVcUHJyEGjRs,0.506,0.626,1,-6.066,1,0.0287,0.156,0.0,0.228,0.321,148.035,263377,0,5,7,N
73YO1J18gPintZVazgvUC5,0.52,0.301,7,-8.504,1,0.0277,0.833,0.0,0.124,0.523,141.937,281548,1,0,4,N
7vQbuQcyTflfCIOu3Uzzya,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,119.705,130973,5,0,0,N
6Vfo6O3hk38vDcSpazNo3p,0.635,0.641,4,-3.674,0,0.0329,0.18,0.0,0.0959,0.218,122.83,253587,3,5,12,N
2gam98EZKrF9XuOkU13ApN,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,242293,3,2,3,N
3mDFLytDotXo2p0rvfGbkA,0.777,0.58,0,-6.928,0,0.0525,0.0125,0.0,0.161,0.0636,129.918,178154,3,5,12,N
3QwBODjSEzelZyVjxPOHdq,0.832,0.772,10,-5.429,1,0.1,0.0559,0.000486,0.44,0.704,96.016,209453,2,1,9,N
5nnvCb5X9S4KvbWmMtFpTQ,0.743,0.603,7,-5.042,0,0.204,0.513,2.16e-05,0.167,0.372,84.917,262588,3,2,12,N
5UwfP6cV0tJjfBrAVDf199,0.631,0.819,6,-5.868,0,0.0375,0.016,0.0,0.303,0.621,115.977,185840,3,2,3,N
6QJSSiIikbwPgXt7M1SO5g,0.526,0.164,1,-13.613,0,0.0366,0.954,2.98e-05,0.107,0.24,119.666,216062,1,0,4,N
3b2STpVG1wHiZJ7u6hvmoR,0.74,0.557,0,-5.633,0,0.404,0.51,0.000554,0.142,0.661,183.743,317790,4,8,10,N
7Feaw9WAEREY0DUOSXJLOM,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805,3,2,12,N
5RRxwbTwSBoQ4unpGhhdjM,0.642,0.893,4,-4.593,1,0.154,0.454,0.00175,0.206,0.593,109.974,190463,5,4,1,N
67mqU3FeErlvWwsxnMfvQo,0.579,0.346,0,-13.975,0,0.368,0.86,2.02e-06,0.0945,0.741,102.374,155125,4,8,10,N
6NSkEJkizMph9GJSqjNhFW,0.618,0.471,6,-9.746,1,0.048,0.4,4.45e-06,0.0826,0.326,81.0,172834,1,0,0,N
1j6xOGusnyXq3l6IryKF3G,0.681,0.788,1,-4.323,1,0.0785,0.0482,0.0,0.0753,0.839,170.019,220117,5,4,5,N
2sTwJkRC7tqOLVgADyamHh,0.84,0.645,10,-4.809,1,0.0657,0.262,0.0,0.088,0.336,110.016,253091,0,1,9,N
6YjyT6MEMsMc41NNWk2dYg,0.663,0.884,2,-3.4,0,0.0716,0.652,0.0,0.156,0.875,172.059,175203,3,2,2,N
4MbzauKV2ydtZZjLsPcuTF,0.621,0.411,6,-8.261,0,0.0333,0.0553,0.0,0.0816,0.357,110.113,202520,3,5,12,N
2AuAWKqXNuW16E0ElXiTkV,0.719,0.539,10,-8.303,0,0.228,0.125,0.0,0.0906,0.341,74.473,225503,4,8,12,N
4ByZT89D4GKUb9Z5Eynf4R,0.632,0.504,5,-11.151,0,0.0314,0.0379,0.0976,0.185,0.371,150.009,220800,3,5,12,N
27GZ01uEeZvG7esdoed3pQ,0.731,0.779,10,-4.101,0,0.0898,0.622,2.96e-06,0.0419,0.907,88.993,264200,3,2,3,N
0VdnMWbiPmjpNsPMQhj58P,0.726,0.798,9,-6.027,1,0.315,0.0135,0.0105,0.566,0.154,128.081,177187,2,6,13,N
6OBjTQlEcdIrHzqaqzLRI2,0.668,0.208,1,-20.493,1,0.0744,0.716,0.924,0.1,0.258,148.011,110270,7,3,6,N
7BhCvFVZwe04hLpNutqTdg,0.829,0.609,1,-7.061,0,0.0542,0.237,0.0,0.231,0.279,130.025,225942,3,2,12,N
6qoIFQfdmaQF9A1gb67tR7,0.727,0.482,11,-6.193,1,0.115,0.933,0.0,0.388,0.487,74.93,155947,1,0,0,N
02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,0,1,9,N
3VTNVsTTu05dmTsVFrmGpK,0.271,0.551,2,-7.48,1,0.0457,0.582,4.16e-05,0.256,0.428,78.111,272467,1,0,4,N
1q3Iuk3nVEwRPj7mR34QYQ,0.929,0.455,1,-11.527,1,0.554,0.000682,0.00242,0.151,0.552,121.949,243133,4,8,10,N
20pJKlNIU3J1CrvhBr1kQ8,0.739,0.627,9,-6.063,0,0.128,0.293,0.0,0.477,0.251,134.045,336149,2,6,8,N
5Y235Sue7CGBCk6Llcqn2v,0.785,0.648,7,-8.818,0,0.0341,0.667,0.014,0.0839,0.528,120.027,147403,3,2,0,N
7peMyD0TLYIOfDOljjDAr5,0.3,0.606,5,-7.414,1,0.0331,0.169,0.0,0.368,0.664,200.232,164507,0,5,5,N
4DVPJXPqKLIon9BHklap1w,0.713,0.769,0,-6.613,0,0.0478,0.624,4.82e-05,0.296,0.876,150.027,219293,3,2,2,N
3GGgcGLYrrpMENcwmsWvbM,0.752,0.743,10,-7.975,0,0.273,0.478,8.04e-05,0.0939,0.738,98.885,139594,4,8,10,N
5reQI13tWWYDLMrGcUF4Mk,0.906,0.731,6,-7.021,0,0.0977,0.426,4.55e-06,0.0853,0.794,106.995,260080,3,2,3,N
09gysnJpfQ3ublBmJDfcEC,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,204764,3,2,12,N
7i2DJ88J7jQ8K7zqFX2fW8,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,214802,3,2,12,N
6Tj9KfzPp7tmgcDdsaPwGE,0.612,0.912,2,-2.853,1,0.0796,0.064,0.000799,0.0843,0.472,90.006,174933,5,4,7,N
7z6qHGEKxRtwtYym2epV7l,0.707,0.965,1,-0.736,1,0.105,0.15,1.38e-06,0.726,0.777,128.003,208271,2,6,13,N
2cNf5GbWl9qIkaUQkh8Dpr,0.704,0.799,10,-5.532,1,0.201,0.0825,0.0,0.142,0.289,105.59,283375,0,1,9,N
3jfZ9M23l0L7RxzYMTgBTv,0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,179499,0,1,1,N
6VOb0Kkrd45Bp5RHYSla2J,0.762,0.797,6,-2.641,1,0.107,0.11,0.0,0.412,0.787,81.994,174932,2,1,1,N
6ZKCcRjkXXUk67OfqS2fJT,0.956,0.854,9,-5.964,0,0.224,0.364,0.0,0.0251,0.968,120.771,249036,3,2,3,N
2S93hylQBYLndMnaJuso8S,0.81,0.471,8,-5.047,1,0.0496,0.00554,0.000197,0.134,0.391,75.003,143292,5,1,9,N
06VsoIC668pU516T6qrgkJ,0.763,0.923,9,-3.108,0,0.191,0.103,0.0,0.105,0.934,121.074,165907,3,2,3,N
3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,5,1,9,N
2zufEOvbBeIzYnRktwYk1W,0.573,0.31,3,-11.134,1,0.296,0.94,5.65e-06,0.198,0.764,177.601,233930,1,0,0,N
2BuhGnXpqMQ8BvOUZpmaVl,0.381,0.505,7,-6.478,1,0.0278,0.293,4.27e-06,0.72,0.0869,140.995,568787,2,6,8,N
7gwLQ4tZ5UdZ7qNcDyJ8wr,0.693,0.717,9,-6.346,0,0.107,0.14,0.0,0.0464,0.412,99.836,234308,3,2,12,N
27RSJHEA99Y0Vsow7nA37A,0.816,0.71,7,-3.728,1,0.0398,0.165,0.0,0.292,0.784,93.02,208631,5,1,1,N
1p80LdxRV74UKvL8gnD7ky,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,231827,5,1,9,N
4eJqzRN15DabYK4byfWghD,0.767,0.516,0,-9.466,0,0.0619,0.134,0.0,0.503,0.786,102.013,180933,2,6,13,N
5FFtF4qfE1fHDDp5EMe7Et,0.861,0.534,5,-7.197,1,0.0303,0.521,0.000518,0.291,0.97,111.774,207920,5,1,1,N
1cwth5tNynCfH2ZYCmShDc,0.538,0.84,8,-6.384,0,0.061,0.225,0.0,0.129,0.718,140.024,255347,3,2,3,N
5rL4NmFpTrOcS0K0KGz7Wb,0.743,0.801,5,-4.097,0,0.0343,0.00598,2.46e-05,0.178,0.381,121.965,175082,3,2,12,N
11IzgLRXV7Cgek3tEgGgjw,0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,248440,5,4,7,N
6wQgV6ZYt1snXyQV69mGT4,0.452,0.325,4,-8.687,0,0.0337,0.627,0.0,0.0645,0.33,97.987,205402,1,0,4,N
1mJDRVCd0L65QSxfut8r3u,0.773,0.744,1,-6.103,0,0.0689,0.182,0.0,0.239,0.71,129.954,202933,3,2,2,N
1PMFC2sESWeDrIwUqjOgBD,0.755,0.623,3,-5.791,1,0.0629,0.465,0.0,0.212,0.907,144.978,167692,5,4,1,N
6ap9lSRJ0iLriGLqoJ44cq,0.686,0.541,0,-4.993,0,0.0493,0.042,0.0,0.0675,0.724,120.082,112493,3,2,2,N
7EkWXAI1wn8Ii883ecd9xr,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062,6,7,11,N
6ndwXLb0911rcUDnSnUd1P,0.66,0.205,6,-25.16,1,0.0342,0.725,0.912,0.0856,0.184,139.866,123515,7,3,6,N
3nIpZR9wXpZIoOuDZd9p6f,0.756,0.736,8,-6.206,1,0.153,0.49,0.0,0.04,0.944,62.078,233291,5,1,1,N
2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,3,0,2,N
3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,3,5,12,N
2jRGYG8U5bJzWOH6FLuzvO,0.713,0.658,0,-5.362,1,0.0748,0.0161,0.000138,0.0607,0.539,115.024,192000,5,4,7,N
4lzxJ4jCuFDXXGkE1LmpKR,0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,3,2,3,N
7szuecWAPwGoV1e5vGu8tl,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,237520,3,2,3,N
2pWeiW8PnZ6W7ThO9UKDFT,0.169,1.0,11,-14.327,1,0.0677,0.968,0.468,0.833,1e-05,116.682,136000,2,6,13,N
5EXpL9orGpIsscSyBgPdSx,0.54,0.474,10,-7.589,1,0.0294,0.372,0.0,0.118,0.22,128.051,264160,1,5,4,N
1jgN7Uraxy2UgwAsGm5yo0,0.789,0.47,4,-10.089,0,0.136,0.166,0.0,0.13,0.798,142.081,191384,3,2,2,N
2fiNbfoUP150yrZom2xdgA,0.943,0.92,7,-5.788,1,0.0668,0.0698,0.494,0.125,0.406,119.983,193500,6,7,11,N
63bmZnBN1CiJ9sA4qTEe8y,0.433,0.431,2,-6.422,1,0.0367,0.169,0.0,0.307,0.722,177.732,199320,0,4,5,N
4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,8,10,N
0j4cp73OD9cUUfJOgiSchU,0.66,0.606,1,-6.124,0,0.0408,0.434,0.0,0.312,0.359,144.019,136000,3,2,12,N
2p9sprAX27D6U5cuSE9NsM,0.836,0.484,2,-7.332,1,0.327,0.0454,0.0,0.0557,0.839,95.941,222933,4,8,10,N
5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667,1,0,4,N
3ggtU1ZOKO8ZNiqPNyXGcm,0.708,0.782,2,-4.687,1,0.0674,0.00772,0.0,0.107,0.484,119.997,160880,5,4,7,N
2FymmKBuog0loCuNXMwQID,0.668,0.705,9,-5.731,0,0.0356,0.0274,0.0,0.215,0.549,129.984,186760,3,2,3,N
4ut5G4rgB1ClpMTMfjoIuy,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038,230762,3,5,12,N
248OFOZef6ShXv6DGgbnxU,0.739,0.448,10,-10.28,0,0.138,0.189,0.0,0.118,0.553,81.044,206533,3,2,3,N
1NDxZ7cFAo481dtYWdrUnR,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,3,2,3,N
58qO4dGa5SgNdtvqvpewyz,0.722,0.62,0,-3.639,1,0.0483,0.313,0.0,0.26,0.474,127.978,186786,5,4,7,N
4O2bxKTnK9En7OPw8kGDDF,0.587,0.411,8,-8.758,1,0.0475,0.185,0.0,0.273,0.53,140.277,175125,0,1,9,N
2AoKiaQylcQaUwsJNKdJOo,0.785,0.588,9,-4.518,0,0.118,0.216,0.0,0.11,0.301,140.089,446099,3,5,8,N
7FfpP3YZ6fOWMdxkIAtud9,0.708,0.56,9,-7.132,1,0.129,0.0668,0.0,0.111,0.411,163.043,230520,0,1,5,N
0Jh6iWjna1wk5le0Ahn7No,0.8,0.756,7,-4.4,0,0.0367,0.687,2.06e-06,0.111,0.456,113.204,193444,3,2,3,N
7ckYWTWqIfuUTuGXFHLqPQ,0.842,0.717,11,-8.025,0,0.0668,0.000313,0.000385,0.096,0.862,135.983,206471,3,2,3,N
2Gl0FzuLxflY6nPifJp5Dr,0.633,0.592,0,-7.245,0,0.112,0.197,0.0,0.099,0.679,90.066,193511,3,2,2,N
76Tuo484SLohJakHLnGI3B,0.448,0.824,5,-4.249,0,0.057,0.0739,0.0,0.113,0.419,119.965,213693,3,5,12,N
2idz5X1F04hmeIiykbKivn,0.817,0.651,8,-5.515,0,0.0786,0.426,0.00116,0.0812,0.677,95.033,183160,3,2,3,N
0bvfPuLkxr4iNfgfF9LsiY,0.874,0.521,11,-8.727,0,0.215,0.335,1.19e-06,0.0976,0.421,98.006,171844,4,8,10,N
1XXimziG1uhM0eDNCZCrUl,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945,4,1,5,N
7mlagGXcvSapZdWesGpmdS,0.449,0.923,1,-5.97,1,0.082,0.0193,0.869,0.365,0.616,143.744,84817,6,7,11,N
34OSqW5ULWxmCEMjJ1ZgVW,0.813,0.876,1,-2.92,0,0.0922,0.024,0.0,0.287,0.757,98.989,232966,3,2,2,N
2FRnf9qhLbvw8fu4IBXx78,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,262960,5,4,1,N
6DO6RhWMkNezxS5PD44SJT,0.81,0.471,9,-7.002,0,0.047,0.109,0.0,0.275,0.776,120.049,157200,3,2,3,N
0a6zRnrjmaOcqsEIFkXIhw,0.662,0.661,0,-5.689,1,0.0514,0.417,0.0,0.0784,0.222,80.009,201689,5,4,7,N
0vC8BZnVMDrjDfFYKWahrb,0.402,0.461,2,-5.14,0,0.0458,0.05,0.0,0.0503,0.356,127.393,200000,3,5,12,N
5o51dR0jR2nTnM7sHj2Nuq,0.5,0.103,4,-20.593,1,0.071,0.993,0.96,0.0984,0.155,72.758,100973,7,3,6,N
5U28PY9MekLyCBYtLHGQpe,0.658,0.572,3,-7.527,1,0.0304,0.214,0.0,0.125,0.741,92.011,231474,5,4,1,N
190kU2WKyIzx9XaBjfWRPk,0.471,0.648,3,-3.968,1,0.0342,0.63,0.0,0.122,0.239,135.053,287000,1,5,4,N
0Eqg0CQ7bK3RQIMPw1A7pl,0.559,0.422,11,-11.89,1,0.195,0.701,1.99e-06,0.0853,0.191,74.002,286928,1,0,4,N
2XFrRuy9Gpu4GuYHTNeHiC,0.507,0.627,2,-6.804,1,0.125,0.556,0.0,0.229,0.371,139.68,230571,1,5,7,N
0RLLvYBopDwooCyvnTwgYu,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,224000,4,8,12,N
75NhhYjHO43mvZgYtnXgti,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812,0,1,7,N
6QSu3mgC8kUYtEDoBBQcJG,0.503,0.762,11,-4.263,1,0.298,0.0756,9.84e-06,0.0919,0.598,167.936,202733,0,1,5,N
0ztDBQdQmdVZvorSmIjMih,0.566,0.121,8,-8.206,1,0.0345,0.862,0.0,0.0788,0.293,135.268,260240,1,0,4,N
3kG1jgWIDmjJkXhOiOmioO,0.74,0.595,1,-9.082,1,0.0623,0.486,0.0,0.163,0.316,131.96,187273,5,4,7,N
2ktoFujjJtantyMoVdBJlX,0.724,0.791,7,-5.411,1,0.169,0.0441,6.55e-06,0.239,0.856,176.011,256418,0,1,5,N
7wF2x5Ea8liN1WKfkDQlT0,0.482,0.265,0,-11.175,1,0.0307,0.781,0.000432,0.138,0.276,109.698,193200,1,0,4,N
3VK8copXwqvAueMPhnBe6K,0.775,0.452,0,-4.243,1,0.0311,0.58,0.0,0.17,0.606,129.941,234360,5,4,7,N
46OUNIkdTF8qRXlU6vTXIU,0.579,0.711,6,-6.606,0,0.136,0.0915,0.575,0.317,0.514,87.426,183771,6,7,11,N
2l7CpLcHxJeiWibGWftnew,0.781,0.373,7,-9.35,0,0.121,0.619,0.0,0.348,0.669,117.98,250297,1,0,0,N
0SnvI0twJ1Mnh0rJlBRrf0,0.499,0.937,6,-2.492,1,0.0605,4.54e-05,6.11e-06,0.477,0.569,90.029,224000,2,6,13,N
3ZXkjp297z2P7k1TAhJqVb,0.538,0.442,0,-6.363,1,0.048,0.2,0.0,0.304,0.901,114.988,168773,5,4,1,N
2z4pcBLQXF2BXKFvd0BuB6,0.845,0.709,10,-4.547,0,0.0714,0.0233,0.0,0.094,0.62,98.062,187521,3,2,3,N
1rhnPEViVPs9W3CW5HmneQ,0.817,0.535,1,-14.952,0,0.0616,0.0214,0.0107,0.0564,0.552,112.01,363850,3,5,8,N
7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,5,0,0,N
5mnpMkzp3Z2RCCbwIEZCbv,0.805,0.816,1,-4.685,1,0.346,0.363,0.826,0.121,0.338,124.966,141343,6,7,11,N
7uQmJ1jgNzBpATSoWKSPFu,0.632,0.832,7,-1.948,0,0.154,0.048,0.0,0.0705,0.784,182.184,198933,3,2,5,N
22XAGjQWTalhBGQThsDDbT,0.73,0.645,9,-9.893,1,0.209,0.194,0.0,0.114,0.293,92.48,131064,4,8,9,N
30UA08ePK3varU1cNX2Owt,0.769,0.714,4,-7.26,0,0.0366,0.272,0.0,0.08,0.792,96.992,244088,3,2,2,N
371Up3WP7OqJNFPf0BiyUe,0.694,0.869,3,-5.26,0,0.0857,0.611,0.0,0.535,0.786,121.996,234961,2,6,13,N
4e2GUvAz5aWwqdZGKNoYRw,0.644,0.488,1,-4.042,1,0.0331,0.329,0.0,0.163,0.489,151.544,231445,5,4,7,N
6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,3,2,12,N
39jXnbACjiaiTwwhsr5sY5,0.443,0.533,0,-6.548,1,0.0396,0.371,0.0,0.128,0.201,77.344,223044,1,5,7,N
3JwxpSpGaXmGqLwWN6D6eC,0.744,0.422,1,-8.946,1,0.294,0.0319,0.00011,0.11,0.493,180.006,202667,4,8,10,N
0kp0ovTvyYUdoexEt7AcoL,0.932,0.762,10,-3.376,0,0.0747,0.222,0.0,0.164,0.931,124.975,188613,3,2,3,N
3lO38SiB2WAQRqTAHN7WTC,0.406,0.949,8,-4.488,0,0.114,0.00685,5.2e-06,0.0805,0.457,160.007,256500,3,5,5,N
09mEdoA6zrmBPgTEN5qXmN,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,0,5,7,N
73WJ6rYbtFi0Z2T4hPS1iN,0.629,0.745,6,-2.936,1,0.0649,0.147,0.0,0.257,0.496,99.995,182265,0,1,9,N
3oDkdAySo1VQQG0ptV7uwa,0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,175755,5,4,7,N
6f3Slt0GbA2bPZlz0aIFXN,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000,4,8,10,N
4KDNRh9Oor80z3XIxdWlui,0.91,0.585,11,-7.572,0,0.257,0.0536,0.0,0.127,0.599,129.011,165067,4,8,10,N
1lTbjJHizaTlozAvSCEtcw,0.495,0.411,9,-9.875,1,0.03,0.652,0.0,0.126,0.273,119.775,289213,1,0,4,N
1l77YWrGUp3qX3NS1rz7lq,0.765,0.339,8,-8.965,1,0.0365,0.278,0.0,0.131,0.864,123.95,202560,0,1,0,N
2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,3,2,3,N
4rW2KfMNxdyNsLlaOYWXh3,0.784,0.754,8,-4.784,1,0.225,0.0223,0.0,0.17,0.478,107.943,258847,0,1,9,N
2qG5sZ7Si6sdK74qLxedYM,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,5,1,1,N
6iNH42q8haGYDYGhKK6XiJ,0.36,0.233,7,-11.512,1,0.0509,0.9,3.96e-06,0.106,0.37,77.436,237000,1,0,4,N
1I8tHoNBFTuoJAlh4hfVVE,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,271640,3,2,12,N
1ei3g2hMYh1VKvik9FoUQR,0.757,0.733,6,-4.486,1,0.2,0.213,4.68e-06,0.288,0.864,174.05,203667,0,1,5,N
6N22Yl2nHPnksP1hu3mxJE,0.797,0.543,11,-5.744,1,0.0439,0.0202,0.0,0.0726,0.164,115.036,222621,0,1,9,N
0xwpK0H2aL5YxREvcNw4Pe,0.684,0.676,1,-6.669,0,0.0268,0.0159,0.0,0.272,0.674,129.977,200087,3,2,2,N
